image_path,xmin,ymin,xmax,ymax,label
Orthophoto_University_Example.tif,955,1631,969,1645,Tree
Orthophoto_University_Example.tif,2711,3567,2732,3589,Tree
Orthophoto_University_Example.tif,3463,2706,3483,2729,Tree
Orthophoto_University_Example.tif,1231,1566,1247,1582,Tree
Orthophoto_University_Example.tif,3252,1060,3267,1076,Tree
Orthophoto_University_Example.tif,2689,2583,2713,2607,Tree
Orthophoto_University_Example.tif,3706,2080,3728,2101,Tree
Orthophoto_University_Example.tif,1369,2265,1382,2281,Tree
Orthophoto_University_Example.tif,1345,482,1359,505,Tree
Orthophoto_University_Example.tif,3688,3103,3720,3132,Tree
Orthophoto_University_Example.tif,3200,2102,3214,2126,Tree
Orthophoto_University_Example.tif,1170,2427,1193,2448,Tree
Orthophoto_University_Example.tif,2892,3918,2912,3939,Tree
Orthophoto_University_Example.tif,534,571,559,595,Tree
Orthophoto_University_Example.tif,1115,2596,1148,2628,Tree
Orthophoto_University_Example.tif,2134,2532,2157,2555,Tree
Orthophoto_University_Example.tif,2213,2671,2228,2686,Tree
Orthophoto_University_Example.tif,3184,965,3202,983,Tree
Orthophoto_University_Example.tif,1360,2095,1377,2115,Tree
Orthophoto_University_Example.tif,2272,1379,2273,1398,Tree
Orthophoto_University_Example.tif,67,320,89,340,Tree
Orthophoto_University_Example.tif,2826,1498,2848,1521,Tree
Orthophoto_University_Example.tif,3349,1247,3373,1275,Tree
Orthophoto_University_Example.tif,1402,2436,1419,2454,Tree
Orthophoto_University_Example.tif,2115,1402,2148,1403,Tree
Orthophoto_University_Example.tif,1741,91,1759,111,Tree
Orthophoto_University_Example.tif,2880,935,2891,957,Tree
Orthophoto_University_Example.tif,1639,3436,1668,3465,Tree
Orthophoto_University_Example.tif,1654,2577,1671,2595,Tree
Orthophoto_University_Example.tif,501,2745,531,2746,Tree
Orthophoto_University_Example.tif,1452,504,1472,524,Tree
Orthophoto_University_Example.tif,1516,1591,1537,1612,Tree
Orthophoto_University_Example.tif,1520,3084,1546,3112,Tree
Orthophoto_University_Example.tif,2403,3691,2425,3692,Tree
Orthophoto_University_Example.tif,210,3793,232,3794,Tree
Orthophoto_University_Example.tif,3681,2164,3700,2184,Tree
Orthophoto_University_Example.tif,1329,2393,1344,2394,Tree
Orthophoto_University_Example.tif,1539,2880,1561,2900,Tree
Orthophoto_University_Example.tif,960,3136,972,3152,Tree
Orthophoto_University_Example.tif,3675,496,3697,517,Tree
Orthophoto_University_Example.tif,3789,3231,3804,3247,Tree
Orthophoto_University_Example.tif,3027,1956,3048,1977,Tree
Orthophoto_University_Example.tif,2245,1392,2269,1393,Tree
Orthophoto_University_Example.tif,1239,1593,1254,1608,Tree
Orthophoto_University_Example.tif,2415,1980,2434,1998,Tree
Orthophoto_University_Example.tif,507,19,529,41,Tree
Orthophoto_University_Example.tif,1913,1013,1929,1030,Tree
Orthophoto_University_Example.tif,2498,2322,2530,2353,Tree
Orthophoto_University_Example.tif,1474,1782,1488,1797,Tree
Orthophoto_University_Example.tif,2307,1548,2319,1567,Tree
Orthophoto_University_Example.tif,2183,3186,2204,3208,Tree
Orthophoto_University_Example.tif,2832,1852,2853,1871,Tree
Orthophoto_University_Example.tif,1524,3267,1545,3280,Tree
Orthophoto_University_Example.tif,2149,2156,2164,2173,Tree
Orthophoto_University_Example.tif,3778,675,3802,699,Tree
Orthophoto_University_Example.tif,412,2732,433,2752,Tree
Orthophoto_University_Example.tif,3896,2240,3908,2259,Tree
Orthophoto_University_Example.tif,3775,1142,3796,1163,Tree
Orthophoto_University_Example.tif,2088,2204,2113,2231,Tree
Orthophoto_University_Example.tif,3200,1071,3221,1100,Tree
Orthophoto_University_Example.tif,3755,1034,3770,1048,Tree
Orthophoto_University_Example.tif,3558,2345,3572,2360,Tree
Orthophoto_University_Example.tif,2748,218,2778,250,Tree
Orthophoto_University_Example.tif,1352,2177,1353,2202,Tree
Orthophoto_University_Example.tif,3857,738,3858,760,Tree
Orthophoto_University_Example.tif,3852,517,3866,533,Tree
Orthophoto_University_Example.tif,1198,1786,1214,1801,Tree
Orthophoto_University_Example.tif,76,233,98,257,Tree
Orthophoto_University_Example.tif,2895,938,2915,960,Tree
Orthophoto_University_Example.tif,1811,1911,1812,1926,Tree
Orthophoto_University_Example.tif,1777,2249,1795,2267,Tree
Orthophoto_University_Example.tif,1040,1614,1059,1635,Tree
Orthophoto_University_Example.tif,3877,2080,3902,2106,Tree
Orthophoto_University_Example.tif,672,338,691,360,Tree
Orthophoto_University_Example.tif,1474,1756,1488,1757,Tree
Orthophoto_University_Example.tif,3745,2149,3760,2150,Tree
Orthophoto_University_Example.tif,1956,3255,1981,3278,Tree
Orthophoto_University_Example.tif,1463,2339,1477,2353,Tree
Orthophoto_University_Example.tif,1550,1756,1571,1777,Tree
Orthophoto_University_Example.tif,2859,3910,2879,3932,Tree
Orthophoto_University_Example.tif,1122,968,1144,988,Tree
Orthophoto_University_Example.tif,1017,1396,1031,1397,Tree
Orthophoto_University_Example.tif,2001,468,2014,469,Tree
Orthophoto_University_Example.tif,3782,374,3806,398,Tree
Orthophoto_University_Example.tif,2203,2571,2235,2604,Tree
Orthophoto_University_Example.tif,108,123,126,143,Tree
Orthophoto_University_Example.tif,26,246,54,276,Tree
Orthophoto_University_Example.tif,3508,81,3532,118,Tree
Orthophoto_University_Example.tif,3837,577,3861,603,Tree
Orthophoto_University_Example.tif,2595,2262,2617,2286,Tree
Orthophoto_University_Example.tif,3481,181,3482,207,Tree
Orthophoto_University_Example.tif,3563,1116,3585,1117,Tree
Orthophoto_University_Example.tif,1129,3610,1145,3627,Tree
Orthophoto_University_Example.tif,3219,2916,3238,2936,Tree
Orthophoto_University_Example.tif,2523,2139,2555,2140,Tree
Orthophoto_University_Example.tif,1131,1939,1151,1961,Tree
Orthophoto_University_Example.tif,2173,3310,2188,3325,Tree
Orthophoto_University_Example.tif,938,2083,955,2104,Tree
Orthophoto_University_Example.tif,3636,2257,3637,2258,Tree
Orthophoto_University_Example.tif,3547,275,3567,295,Tree
Orthophoto_University_Example.tif,1623,720,1647,746,Tree
Orthophoto_University_Example.tif,1225,3036,1245,3060,Tree
Orthophoto_University_Example.tif,3020,3520,3040,3531,Tree
Orthophoto_University_Example.tif,3241,2112,3242,2138,Tree
Orthophoto_University_Example.tif,2606,3648,2628,3673,Tree
Orthophoto_University_Example.tif,1105,1732,1122,1749,Tree
Orthophoto_University_Example.tif,352,918,375,942,Tree
Orthophoto_University_Example.tif,3536,1446,3555,1465,Tree
Orthophoto_University_Example.tif,2358,2128,2381,2129,Tree
Orthophoto_University_Example.tif,2583,1736,2601,1737,Tree
Orthophoto_University_Example.tif,1970,1578,1994,1600,Tree
Orthophoto_University_Example.tif,2215,2267,2229,2268,Tree
Orthophoto_University_Example.tif,2692,860,2718,885,Tree
Orthophoto_University_Example.tif,3609,1094,3625,1110,Tree
Orthophoto_University_Example.tif,1020,3529,1039,3530,Tree
Orthophoto_University_Example.tif,1856,4048,1883,4075,Tree
Orthophoto_University_Example.tif,1606,3800,1635,3832,Tree
Orthophoto_University_Example.tif,1983,4036,1998,4053,Tree
Orthophoto_University_Example.tif,2110,595,2127,611,Tree
Orthophoto_University_Example.tif,2688,482,2707,502,Tree
Orthophoto_University_Example.tif,1754,2068,1777,2095,Tree
Orthophoto_University_Example.tif,1148,2240,1168,2251,Tree
Orthophoto_University_Example.tif,2331,1533,2354,1558,Tree
Orthophoto_University_Example.tif,1735,1619,1749,1633,Tree
Orthophoto_University_Example.tif,3202,971,3224,991,Tree
Orthophoto_University_Example.tif,3080,1958,3081,1982,Tree
Orthophoto_University_Example.tif,661,3355,676,3369,Tree
Orthophoto_University_Example.tif,1181,1832,1199,1851,Tree
Orthophoto_University_Example.tif,2764,3743,2789,3767,Tree
Orthophoto_University_Example.tif,545,3022,560,3038,Tree
Orthophoto_University_Example.tif,3563,1289,3584,1308,Tree
Orthophoto_University_Example.tif,3296,3786,3323,3787,Tree
Orthophoto_University_Example.tif,2929,3453,2944,3470,Tree
Orthophoto_University_Example.tif,1323,2258,1336,2259,Tree
Orthophoto_University_Example.tif,2233,569,2234,587,Tree
Orthophoto_University_Example.tif,1028,983,1040,1003,Tree
Orthophoto_University_Example.tif,2488,3872,2513,3897,Tree
Orthophoto_University_Example.tif,1858,869,1881,894,Tree
Orthophoto_University_Example.tif,2232,3235,2247,3250,Tree
Orthophoto_University_Example.tif,3725,1468,3751,1493,Tree
Orthophoto_University_Example.tif,2730,3926,2755,3949,Tree
Orthophoto_University_Example.tif,3379,1348,3404,1376,Tree
Orthophoto_University_Example.tif,1427,665,1447,684,Tree
Orthophoto_University_Example.tif,1920,1004,1933,1005,Tree
Orthophoto_University_Example.tif,1493,641,1507,656,Tree
Orthophoto_University_Example.tif,331,2474,347,2490,Tree
Orthophoto_University_Example.tif,2880,3831,2891,3852,Tree
Orthophoto_University_Example.tif,3892,4016,3907,4017,Tree
Orthophoto_University_Example.tif,3755,109,3756,126,Tree
Orthophoto_University_Example.tif,3592,2400,3593,2419,Tree
Orthophoto_University_Example.tif,1510,3977,1534,4001,Tree
Orthophoto_University_Example.tif,3802,2278,3819,2294,Tree
Orthophoto_University_Example.tif,1373,1775,1374,1790,Tree
Orthophoto_University_Example.tif,1612,3340,1638,3362,Tree
Orthophoto_University_Example.tif,3697,2194,3720,2218,Tree
Orthophoto_University_Example.tif,1140,3129,1159,3152,Tree
Orthophoto_University_Example.tif,1120,2518,1139,2540,Tree
Orthophoto_University_Example.tif,345,2408,361,2409,Tree
Orthophoto_University_Example.tif,2792,3942,2812,3964,Tree
Orthophoto_University_Example.tif,2596,36,2626,66,Tree
Orthophoto_University_Example.tif,3437,1032,3455,1051,Tree
Orthophoto_University_Example.tif,638,1878,652,1892,Tree
Orthophoto_University_Example.tif,3836,3656,3861,3657,Tree
Orthophoto_University_Example.tif,69,564,87,583,Tree
Orthophoto_University_Example.tif,3815,3653,3838,3678,Tree
Orthophoto_University_Example.tif,1494,134,1509,150,Tree
Orthophoto_University_Example.tif,2072,2185,2099,2210,Tree
Orthophoto_University_Example.tif,1331,689,1332,705,Tree
Orthophoto_University_Example.tif,3688,1445,3705,1463,Tree
Orthophoto_University_Example.tif,1643,2351,1663,2373,Tree
Orthophoto_University_Example.tif,1429,776,1454,802,Tree
Orthophoto_University_Example.tif,2385,1533,2401,1549,Tree
Orthophoto_University_Example.tif,3861,3152,3887,3178,Tree
Orthophoto_University_Example.tif,2245,1957,2259,1973,Tree
Orthophoto_University_Example.tif,3086,969,3100,984,Tree
Orthophoto_University_Example.tif,2396,1754,2410,1755,Tree
Orthophoto_University_Example.tif,54,2744,70,2761,Tree
Orthophoto_University_Example.tif,963,2705,982,2724,Tree
Orthophoto_University_Example.tif,2161,2067,2186,2090,Tree
Orthophoto_University_Example.tif,1547,2560,1568,2573,Tree
Orthophoto_University_Example.tif,1881,2139,1905,2163,Tree
Orthophoto_University_Example.tif,2614,3829,2630,3845,Tree
Orthophoto_University_Example.tif,3751,3861,3778,3886,Tree
Orthophoto_University_Example.tif,1624,2263,1643,2284,Tree
Orthophoto_University_Example.tif,3642,1017,3673,1040,Tree
Orthophoto_University_Example.tif,3871,792,3885,808,Tree
Orthophoto_University_Example.tif,2322,3566,2337,3582,Tree
Orthophoto_University_Example.tif,91,341,92,366,Tree
Orthophoto_University_Example.tif,54,209,77,233,Tree
Orthophoto_University_Example.tif,1432,1226,1433,1241,Tree
Orthophoto_University_Example.tif,594,197,595,221,Tree
Orthophoto_University_Example.tif,3373,1397,3397,1423,Tree
Orthophoto_University_Example.tif,3776,1336,3796,1355,Tree
Orthophoto_University_Example.tif,1988,2163,1989,2177,Tree
Orthophoto_University_Example.tif,3551,1155,3570,1177,Tree
Orthophoto_University_Example.tif,1013,3317,1039,3343,Tree
Orthophoto_University_Example.tif,3744,3899,3764,3918,Tree
Orthophoto_University_Example.tif,3817,695,3839,719,Tree
Orthophoto_University_Example.tif,708,376,720,396,Tree
Orthophoto_University_Example.tif,2233,4013,2234,4014,Tree
Orthophoto_University_Example.tif,2880,2138,2900,2161,Tree
Orthophoto_University_Example.tif,3029,2385,3054,2386,Tree
Orthophoto_University_Example.tif,1213,1986,1233,1999,Tree
Orthophoto_University_Example.tif,1745,2269,1746,2293,Tree
Orthophoto_University_Example.tif,2793,3874,2808,3889,Tree
Orthophoto_University_Example.tif,2028,3234,2060,3265,Tree
Orthophoto_University_Example.tif,3286,1108,3309,1109,Tree
Orthophoto_University_Example.tif,3700,2048,3715,2064,Tree
Orthophoto_University_Example.tif,1293,3345,1312,3367,Tree
Orthophoto_University_Example.tif,2763,90,2782,91,Tree
Orthophoto_University_Example.tif,2676,3256,2708,3257,Tree
Orthophoto_University_Example.tif,993,3035,1018,3058,Tree
Orthophoto_University_Example.tif,1309,2394,1326,2410,Tree
Orthophoto_University_Example.tif,2816,1733,2839,1758,Tree
Orthophoto_University_Example.tif,3152,720,3171,737,Tree
Orthophoto_University_Example.tif,1666,3528,1679,3529,Tree
Orthophoto_University_Example.tif,1761,69,1778,86,Tree
Orthophoto_University_Example.tif,3629,1102,3646,1123,Tree
Orthophoto_University_Example.tif,2931,3898,2951,3917,Tree
Orthophoto_University_Example.tif,2309,1202,2334,1226,Tree
Orthophoto_University_Example.tif,2945,3805,2961,3822,Tree
Orthophoto_University_Example.tif,1307,3253,1329,3276,Tree
Orthophoto_University_Example.tif,1112,3282,1132,3305,Tree
Orthophoto_University_Example.tif,2993,1589,3009,1604,Tree
Orthophoto_University_Example.tif,1280,1067,1290,1087,Tree
Orthophoto_University_Example.tif,1050,2594,1073,2617,Tree
Orthophoto_University_Example.tif,1530,4017,1546,4018,Tree
Orthophoto_University_Example.tif,2924,1435,2955,1465,Tree
Orthophoto_University_Example.tif,3022,3573,3037,3588,Tree
Orthophoto_University_Example.tif,1484,218,1511,219,Tree
Orthophoto_University_Example.tif,3402,3718,3437,3752,Tree
Orthophoto_University_Example.tif,3675,2195,3695,2216,Tree
Orthophoto_University_Example.tif,3285,18,3310,46,Tree
Orthophoto_University_Example.tif,1167,3194,1186,3216,Tree
Orthophoto_University_Example.tif,1758,2040,1780,2059,Tree
Orthophoto_University_Example.tif,1484,64,1503,83,Tree
Orthophoto_University_Example.tif,2925,108,2949,109,Tree
Orthophoto_University_Example.tif,2444,1233,2457,1248,Tree
Orthophoto_University_Example.tif,3477,1090,3502,1113,Tree
Orthophoto_University_Example.tif,1077,3412,1094,3413,Tree
Orthophoto_University_Example.tif,1276,2315,1290,2329,Tree
Orthophoto_University_Example.tif,2369,3693,2394,3717,Tree
Orthophoto_University_Example.tif,2467,1412,2488,1431,Tree
Orthophoto_University_Example.tif,3021,988,3039,1006,Tree
Orthophoto_University_Example.tif,1018,1764,1019,1782,Tree
Orthophoto_University_Example.tif,1594,803,1627,836,Tree
Orthophoto_University_Example.tif,1228,1748,1247,1768,Tree
Orthophoto_University_Example.tif,2496,1193,2511,1209,Tree
Orthophoto_University_Example.tif,1535,2607,1564,2636,Tree
Orthophoto_University_Example.tif,3042,3920,3073,3951,Tree
Orthophoto_University_Example.tif,3794,86,3824,115,Tree
Orthophoto_University_Example.tif,551,3110,574,3134,Tree
Orthophoto_University_Example.tif,1730,320,1752,333,Tree
Orthophoto_University_Example.tif,1234,923,1254,944,Tree
Orthophoto_University_Example.tif,785,1963,804,1983,Tree
Orthophoto_University_Example.tif,3617,1060,3635,1079,Tree
Orthophoto_University_Example.tif,2832,3914,2851,3915,Tree
Orthophoto_University_Example.tif,1736,723,1753,724,Tree
Orthophoto_University_Example.tif,1229,883,1255,884,Tree
Orthophoto_University_Example.tif,2675,3122,2708,3153,Tree
Orthophoto_University_Example.tif,2815,3943,2834,3965,Tree
Orthophoto_University_Example.tif,1161,1646,1177,1663,Tree
Orthophoto_University_Example.tif,2482,487,2501,506,Tree
Orthophoto_University_Example.tif,2972,3542,2992,3564,Tree
Orthophoto_University_Example.tif,1994,1770,2017,1792,Tree
Orthophoto_University_Example.tif,3894,103,3908,124,Tree
Orthophoto_University_Example.tif,3547,1062,3569,1085,Tree
Orthophoto_University_Example.tif,1484,1013,1501,1030,Tree
Orthophoto_University_Example.tif,1394,1694,1410,1710,Tree
Orthophoto_University_Example.tif,2595,1501,2616,1521,Tree
Orthophoto_University_Example.tif,1832,2134,1852,2157,Tree
Orthophoto_University_Example.tif,3231,2811,3253,2832,Tree
Orthophoto_University_Example.tif,3400,3536,3401,3537,Tree
Orthophoto_University_Example.tif,643,641,662,658,Tree
Orthophoto_University_Example.tif,1275,1493,1290,1510,Tree
Orthophoto_University_Example.tif,1344,1729,1357,1744,Tree
Orthophoto_University_Example.tif,255,188,275,208,Tree
Orthophoto_University_Example.tif,1293,2410,1317,2411,Tree
Orthophoto_University_Example.tif,2664,3415,2684,3436,Tree
Orthophoto_University_Example.tif,327,2694,342,2709,Tree
Orthophoto_University_Example.tif,3035,2063,3068,2092,Tree
Orthophoto_University_Example.tif,1373,3886,1389,3902,Tree
Orthophoto_University_Example.tif,1257,1920,1277,1933,Tree
Orthophoto_University_Example.tif,462,3642,485,3665,Tree
Orthophoto_University_Example.tif,1692,1581,1709,1598,Tree
Orthophoto_University_Example.tif,2756,3944,2775,3964,Tree
Orthophoto_University_Example.tif,1290,1421,1306,1437,Tree
Orthophoto_University_Example.tif,1099,1757,1114,1772,Tree
Orthophoto_University_Example.tif,1185,1307,1186,1322,Tree
Orthophoto_University_Example.tif,1342,2088,1358,2107,Tree
Orthophoto_University_Example.tif,2404,43,2423,63,Tree
Orthophoto_University_Example.tif,3049,1938,3073,1962,Tree
Orthophoto_University_Example.tif,1677,500,1692,501,Tree
Orthophoto_University_Example.tif,1425,77,1440,93,Tree
Orthophoto_University_Example.tif,2836,3739,2863,3740,Tree
Orthophoto_University_Example.tif,109,464,128,485,Tree
Orthophoto_University_Example.tif,3478,1280,3501,1292,Tree
Orthophoto_University_Example.tif,2458,1286,2471,1300,Tree
Orthophoto_University_Example.tif,991,3242,1005,3258,Tree
Orthophoto_University_Example.tif,3865,885,3896,915,Tree
Orthophoto_University_Example.tif,354,43,377,71,Tree
Orthophoto_University_Example.tif,2526,3874,2549,3897,Tree
Orthophoto_University_Example.tif,2949,1409,2974,1435,Tree
Orthophoto_University_Example.tif,1867,3734,1880,3748,Tree
Orthophoto_University_Example.tif,388,2723,402,2737,Tree
Orthophoto_University_Example.tif,1666,1719,1679,1741,Tree
Orthophoto_University_Example.tif,3865,60,3888,84,Tree
Orthophoto_University_Example.tif,3200,746,3213,770,Tree
Orthophoto_University_Example.tif,2507,3530,2522,3545,Tree
Orthophoto_University_Example.tif,2634,2264,2650,2282,Tree
Orthophoto_University_Example.tif,2997,3469,3012,3484,Tree
Orthophoto_University_Example.tif,640,320,651,340,Tree
Orthophoto_University_Example.tif,3510,52,3540,82,Tree
Orthophoto_University_Example.tif,609,281,631,306,Tree
Orthophoto_University_Example.tif,2414,3573,2437,3599,Tree
Orthophoto_University_Example.tif,345,365,370,390,Tree
Orthophoto_University_Example.tif,2529,1929,2554,1955,Tree
Orthophoto_University_Example.tif,2214,1799,2229,1814,Tree
Orthophoto_University_Example.tif,2487,1964,2506,1983,Tree
Orthophoto_University_Example.tif,52,3039,73,3060,Tree
Orthophoto_University_Example.tif,2441,744,2458,745,Tree
Orthophoto_University_Example.tif,1009,2782,1034,2810,Tree
Orthophoto_University_Example.tif,2737,3776,2751,3790,Tree
Orthophoto_University_Example.tif,67,2310,81,2324,Tree
Orthophoto_University_Example.tif,2097,1435,2098,1454,Tree
Orthophoto_University_Example.tif,1667,3494,1680,3516,Tree
Orthophoto_University_Example.tif,3287,1244,3302,1245,Tree
Orthophoto_University_Example.tif,2826,3635,2827,3649,Tree
Orthophoto_University_Example.tif,2320,1363,2338,1385,Tree
Orthophoto_University_Example.tif,1178,1225,1192,1226,Tree
Orthophoto_University_Example.tif,1463,3718,1484,3740,Tree
Orthophoto_University_Example.tif,2616,2256,2635,2275,Tree
Orthophoto_University_Example.tif,1082,2706,1097,2721,Tree
Orthophoto_University_Example.tif,2880,2913,2902,2937,Tree
Orthophoto_University_Example.tif,1117,726,1132,741,Tree
Orthophoto_University_Example.tif,2724,3710,2725,3733,Tree
Orthophoto_University_Example.tif,111,642,132,664,Tree
Orthophoto_University_Example.tif,101,732,124,733,Tree
Orthophoto_University_Example.tif,2138,2079,2139,2101,Tree
Orthophoto_University_Example.tif,2835,2909,2866,2939,Tree
Orthophoto_University_Example.tif,850,2049,873,2074,Tree
Orthophoto_University_Example.tif,3200,728,3212,749,Tree
Orthophoto_University_Example.tif,2373,497,2389,511,Tree
Orthophoto_University_Example.tif,2723,495,2741,517,Tree
Orthophoto_University_Example.tif,2421,2137,2443,2162,Tree
Orthophoto_University_Example.tif,422,476,445,477,Tree
Orthophoto_University_Example.tif,2746,2176,2762,2193,Tree
Orthophoto_University_Example.tif,2034,2318,2057,2343,Tree
Orthophoto_University_Example.tif,3408,1776,3434,1777,Tree
Orthophoto_University_Example.tif,675,3123,676,3124,Tree
Orthophoto_University_Example.tif,2914,3580,2934,3598,Tree
Orthophoto_University_Example.tif,1250,1649,1266,1650,Tree
Orthophoto_University_Example.tif,2401,2109,2426,2134,Tree
Orthophoto_University_Example.tif,3334,1127,3364,1155,Tree
Orthophoto_University_Example.tif,2498,3602,2499,3616,Tree
Orthophoto_University_Example.tif,1484,2476,1503,2496,Tree
Orthophoto_University_Example.tif,2852,1490,2871,1513,Tree
Orthophoto_University_Example.tif,1332,3302,1359,3327,Tree
Orthophoto_University_Example.tif,2804,3466,2825,3488,Tree
Orthophoto_University_Example.tif,3404,1068,3423,1088,Tree
Orthophoto_University_Example.tif,2925,3663,2950,3690,Tree
Orthophoto_University_Example.tif,1735,1582,1749,1596,Tree
Orthophoto_University_Example.tif,1215,1910,1230,1926,Tree
Orthophoto_University_Example.tif,3308,131,3339,162,Tree
Orthophoto_University_Example.tif,1301,558,1332,588,Tree
Orthophoto_University_Example.tif,3021,2693,3046,2719,Tree
Orthophoto_University_Example.tif,267,2750,268,2766,Tree
Orthophoto_University_Example.tif,3866,232,3891,259,Tree
Orthophoto_University_Example.tif,3895,1501,3908,1523,Tree
Orthophoto_University_Example.tif,2453,2139,2483,2169,Tree
Orthophoto_University_Example.tif,2392,1294,2408,1311,Tree
Orthophoto_University_Example.tif,2560,3899,2578,3919,Tree
Orthophoto_University_Example.tif,3173,2082,3174,2107,Tree
Orthophoto_University_Example.tif,2997,1995,3012,1996,Tree
Orthophoto_University_Example.tif,3002,1536,3026,1563,Tree
Orthophoto_University_Example.tif,192,2813,193,2831,Tree
Orthophoto_University_Example.tif,3796,3045,3823,3070,Tree
Orthophoto_University_Example.tif,2948,3895,2967,3916,Tree
Orthophoto_University_Example.tif,2355,1407,2379,1434,Tree
Orthophoto_University_Example.tif,3050,981,3051,995,Tree
Orthophoto_University_Example.tif,2923,2116,2944,2134,Tree
Orthophoto_University_Example.tif,1472,386,1492,387,Tree
Orthophoto_University_Example.tif,1157,3170,1176,3189,Tree
Orthophoto_University_Example.tif,3614,320,3637,338,Tree
Orthophoto_University_Example.tif,2687,1297,2702,1313,Tree
Orthophoto_University_Example.tif,1922,1099,1946,1100,Tree
Orthophoto_University_Example.tif,3530,17,3564,50,Tree
Orthophoto_University_Example.tif,3411,820,3430,841,Tree
Orthophoto_University_Example.tif,1768,52,1787,72,Tree
Orthophoto_University_Example.tif,1178,2396,1194,2397,Tree
Orthophoto_University_Example.tif,3628,420,3652,446,Tree
Orthophoto_University_Example.tif,3162,1986,3163,1987,Tree
Orthophoto_University_Example.tif,2896,3774,2915,3796,Tree
Orthophoto_University_Example.tif,3791,398,3811,418,Tree
Orthophoto_University_Example.tif,999,3520,1020,3538,Tree
Orthophoto_University_Example.tif,3861,600,3887,601,Tree
Orthophoto_University_Example.tif,1616,796,1641,823,Tree
Orthophoto_University_Example.tif,417,4035,442,4058,Tree
Orthophoto_University_Example.tif,845,2000,871,2027,Tree
Orthophoto_University_Example.tif,2880,3520,2899,3540,Tree
Orthophoto_University_Example.tif,888,410,906,429,Tree
Orthophoto_University_Example.tif,107,43,141,75,Tree
Orthophoto_University_Example.tif,202,510,203,532,Tree
Orthophoto_University_Example.tif,1353,2387,1372,2408,Tree
Orthophoto_University_Example.tif,1214,1014,1229,1029,Tree
Orthophoto_University_Example.tif,702,1058,716,1074,Tree
Orthophoto_University_Example.tif,1406,2490,1428,2511,Tree
Orthophoto_University_Example.tif,1160,3056,1173,3057,Tree
Orthophoto_University_Example.tif,116,362,136,384,Tree
Orthophoto_University_Example.tif,1280,3600,1299,3628,Tree
Orthophoto_University_Example.tif,2507,3901,2528,3924,Tree
Orthophoto_University_Example.tif,171,2743,184,2757,Tree
Orthophoto_University_Example.tif,3446,1117,3468,1143,Tree
Orthophoto_University_Example.tif,1194,868,1217,869,Tree
Orthophoto_University_Example.tif,1123,1914,1138,1930,Tree
Orthophoto_University_Example.tif,2827,2438,2843,2454,Tree
Orthophoto_University_Example.tif,2592,3786,2612,3787,Tree
Orthophoto_University_Example.tif,2533,1484,2558,1485,Tree
Orthophoto_University_Example.tif,1166,731,1190,755,Tree
Orthophoto_University_Example.tif,1493,3316,1511,3335,Tree
Orthophoto_University_Example.tif,3723,1137,3743,1156,Tree
Orthophoto_University_Example.tif,713,1900,731,1919,Tree
Orthophoto_University_Example.tif,3775,107,3807,140,Tree
Orthophoto_University_Example.tif,2850,3433,2874,3458,Tree
Orthophoto_University_Example.tif,1016,850,1040,885,Tree
Orthophoto_University_Example.tif,12,661,36,685,Tree
Orthophoto_University_Example.tif,1941,1580,1955,1594,Tree
Orthophoto_University_Example.tif,3339,1946,3359,1969,Tree
Orthophoto_University_Example.tif,2705,2635,2706,2657,Tree
Orthophoto_University_Example.tif,960,3534,973,3557,Tree
Orthophoto_University_Example.tif,166,945,182,960,Tree
Orthophoto_University_Example.tif,2288,1780,2289,1781,Tree
Orthophoto_University_Example.tif,1164,2861,1165,2878,Tree
Orthophoto_University_Example.tif,3089,4055,3114,4079,Tree
Orthophoto_University_Example.tif,1070,2577,1092,2600,Tree
Orthophoto_University_Example.tif,231,644,251,664,Tree
Orthophoto_University_Example.tif,3764,937,3790,961,Tree
Orthophoto_University_Example.tif,1389,2894,1420,2924,Tree
Orthophoto_University_Example.tif,3873,136,3892,156,Tree
Orthophoto_University_Example.tif,623,16,651,44,Tree
Orthophoto_University_Example.tif,2752,3906,2773,3907,Tree
Orthophoto_University_Example.tif,239,2820,258,2841,Tree
Orthophoto_University_Example.tif,581,251,600,252,Tree
Orthophoto_University_Example.tif,2913,817,2932,836,Tree
Orthophoto_University_Example.tif,3331,1918,3352,1939,Tree
Orthophoto_University_Example.tif,3673,1470,3697,1494,Tree
Orthophoto_University_Example.tif,3138,1280,3161,1299,Tree
Orthophoto_University_Example.tif,1899,921,1919,940,Tree
Orthophoto_University_Example.tif,2740,3706,2760,3728,Tree
Orthophoto_University_Example.tif,3398,1404,3419,1430,Tree
Orthophoto_University_Example.tif,3631,1070,3652,1092,Tree
Orthophoto_University_Example.tif,1773,1542,1797,1566,Tree
Orthophoto_University_Example.tif,2298,1243,2320,1244,Tree
Orthophoto_University_Example.tif,2468,1465,2493,1489,Tree
Orthophoto_University_Example.tif,16,3788,36,3809,Tree
Orthophoto_University_Example.tif,3529,1138,3554,1162,Tree
Orthophoto_University_Example.tif,3053,1333,3077,1358,Tree
Orthophoto_University_Example.tif,2973,1424,2994,1425,Tree
Orthophoto_University_Example.tif,980,2771,1006,2798,Tree
Orthophoto_University_Example.tif,3624,109,3653,138,Tree
Orthophoto_University_Example.tif,3587,632,3599,633,Tree
Orthophoto_University_Example.tif,1411,3918,1426,3934,Tree
